"source_mod","source_file","id","name","tier","piece_type","culture","mesh","weight","length","BladeData.blade_length","BladeData.blade_width","BladeData.stack_amount","BladeData.Swing.damage_type","BladeData.Swing.damage_factor","BladeData.Thrust.damage_type","BladeData.Thrust.damage_factor","BuildData.piece_offset","BuildData.next_piece_offset","CraftingCost","is_default","is_hidden","BladeData.body_name","BladeData.holster_body_name","BladeData.holster_mesh","BladeData.holster_mesh_length","BladeData.physics_material","BuildData.previous_piece_offset","distance_to_next_piece","distance_to_previous_piece","excluded_item_usage_features","Flags.Flag.name","Flags.Flag.type","full_scale","item_holster_pos_shift"
"RBM","RBMCombat_couched_lances.xml","spear_blade_15_blunt","{=hbv5aCRX}Short Simple Blunt Spear Head","2","Blade","","spear_blade_15","0.300","22.862","","","4","","","Pierce","0.8","","","","","true","bo_spear_b","bo_throwing_spear_quiver_1_1","throwing_spear_quiver_1_1","68.9","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_41","{=RBM_CLA_006}Thamaskene Steel Leaf Shaped Pike Head","5","Blade","","spear_blade_41","0.4792","53.2","","","1","","","Pierce","1.2","","","","","","bo_spear_b","bo_throwing_spear_quiver_4","throwing_spear_quiver_4","96.2","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_10","{=emUoygLE}Harpoon Head","2","Blade","","spear_blade_10","0.54","39.775","","","5","","","Pierce","0.8","","","","","","bo_spear_b","bo_throwing_spear_quiver_1","throwing_spear_quiver_1","68.9","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_16","{=Js1FKwrL}Javelin Head","3","Blade","","spear_blade_16","0.450","23.328","","","4","","","Pierce","0.9","","","","","","bo_spear_b","bo_throwing_spear_quiver_3_1","throwing_spear_quiver_3_1","96.8","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_11","{=S9zZO7qJ}Fine Steel Pike Head","4","Blade","","spear_blade_11","0.5096","34.56","","","3","","","Pierce","1","","","","","","bo_spear_b","","","","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_9","{=r3R6RM9G}Short Simple Pike Head","1","Blade","","spear_blade_9","0.404","23.328","","","3","","","Pierce","0.75","","","","true","","bo_spear_b","bo_throwing_spear_quiver_3_1","throwing_spear_quiver_3_1","96.8","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_3","{=ZAoWK9Gt}Rounded Imperial Spear Head","2","Blade","","spear_blade_3","0.5536","57.143","","","3","","","Pierce","0.8","","","","","","bo_spear_b","","","","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_26","{=Y0gbKTgZ}Sturgian Military Fork Head","2","Blade","","spear_blade_26","0.5584","29.8","","","3","","","Pierce","0.8","","","","","","bo_spear_b","","","","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_2","{=U30HpvtI}Triangular Iron Northern Spear Head","3","Blade","","spear_blade_2","0.4912","47.843","","","3","","","Pierce","0.9","","","","","","bo_spear_b","","","","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_39","{=8T7gNbfM}Drilled Wide Leaf Shaped Spear Head","4","Blade","","spear_blade_39","0.5216","54.2","","","3","","","Pierce","1","","","","","","bo_spear_b","","","","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_25","{=mrTkURKV}Notched Fork Head","3","Blade","","spear_blade_25","0.5504","42.5","","","3","","","Pierce","0.9","","","","","","bo_spear_b","","","","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","battania_blade_6","{=IUlApNGp}Long Falx Blade","5","Blade","Culture.battania","battania_blade_6","0.8","95.6","","","3","Cut","1.2","","","","","","","","bo_sword_one_handed","","","","metal_weapon","","","","thrust:TwoHandedPolearm_Bracing","BonusAgainstShield","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_31","{=iMbT3L4I}Scythe Blade","1","Blade","","spear_blade_31","0.1","","","","3","Cut","0.2","","","-13","","","","","bo_spear_b","","","","wood_weapon","","4.29","16.5","shield:thrust","Civilian","ItemFlags","",""
"RBM","RBMCombat_couched_lances.xml","sickle_blade_1_polearm","{=vxqrW5GN}Sickle Blade","1","Blade","","sickle_blade_1","0.1","38.5","","","3","Cut","0.2","","","","","","","","bo_mace_a","","","","wood_weapon","","","","shield:thrust","","","true",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_12","{=5ALE9Joh}War Scythe Head","2","Blade","","spear_blade_12","0.1","63","","","3","Cut","0.2","","","","","","","","bo_spear_b","","","","wood_weapon","","","","shield:thrust","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_21","{=GMwWb6SE}Wooden Spear Head","1","Blade","","spear_blade_21","0.1","23.5","","","3","Cut","0.2","","","","","75","","","bo_spear_b","","","","wood_weapon","","","","shield:thrust","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_28","{=f4GSe3UB}Shovel Head","1","Blade","","spear_blade_28","0.1","29.7","","","3","Cut","0.2","","","","","","","","bo_spear_b","","","","wood_weapon","","","","shield:thrust","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_30","{=QNe7mQlZ}Rake Head","1","Blade","","spear_blade_30","0.1","42.5","","","3","","","Pierce","0.4","","","","","","bo_spear_b","","","","wood_weapon","","","","swing","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_32","{=SVBYn9KW}Iron Fork","1","Blade","","spear_blade_32","0.1","32.7","","","3","","","Pierce","0.4","","","","","","bo_spear_b","","","","wood_weapon","","","","swing","Civilian","ItemFlags","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_29","{=ZgCUNieQ}Fork Head","1","Blade","","spear_blade_29","0.1","42.5","","","3","","","Pierce","0.2","","","","","","bo_spear_b","","","","wood_weapon","","","","swing","Civilian","ItemFlags","",""
"RBM","RBMCombat_couched_lances.xml","spear_handle_2","{=MCRppfbZ}Pine Javelin Shaft","2","Handle","","spear_handle_2","0.17","85.1","","","","","","","","0.0","","80","true","","","","","","","","","","long","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_handle_9","{=DXLlcbf9}Ash Javelin Shaft","2","Handle","","spear_handle_9","0.213","82.3","","","","","","","","","","80","","","","","","","","","","","long","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_handle_10","{=aaEv3sBU}Oaken Javelin Shaft","3","Handle","","spear_handle_10","0.258","86.7","","","","","","","","","","80","","","","","","","","","","","long","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_handle_11","{=gIm5Lnh8}Mahogany Javelin Shaft","3","Handle","","spear_handle_11","0.234","90","","","","","","","","","","80","","","","","","","","","","","long","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_handle_12","{=mcYSvJfA}Tree Branch","2","Handle","","spear_handle_12","0.18","90","","","","","","","","","","90","","","","","","","","","","","long","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_blade_34","{=V9Kbq6vj}Blunt Practice Tip","1","Blade","","spear_blade_34","0.4","18.3","","","3","Blunt","0.5","Blunt","0.5","","","","","","bo_spear_b","","","","wood_weapon","","","","","NoBlood","","",""
"RBM","RBMCombat_couched_lances.xml","spear_handle_19_2","{=!}Heavy Pilum Handle","4","Handle","","spear_handle_13","1.2","228","","","","","","","","22.9","","110","","true","","","","","","","","","","","","",""
"RBM","RBMCombat_couched_lances.xml","spear_handle_13_2","{=pocRP9dq}Long Ash Staff","4","Handle","","spear_handle_13","1","228","","","","","","","","22.9","","110","","true","","","","","","","","","","","","",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_22","{=lZoqaYmx}Spiked Club Head","2","Blade","","mace_head_22","0.26","","","","3","Blunt","0.5","Pierce","0.8","-7","","","","","bo_mace_a","","","","wood_weapon","","9.75","9.75","","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_16","{=YFy0t1NY}Fullered Western Mace Head","4","Blade","","mace_head_16","0.5","16.6","","","3","Blunt","0.9","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_2","{=cag70E1F}Pernach Head","5","Blade","","mace_head_2","0.56","17","","","3","Blunt","1.3","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_23","{=L3vLdPJT}Improved Spiked Club Head","2","Blade","","mace_head_23","0.32","","","","3","Blunt","0.5","Pierce","0.9","","","","","","bo_mace_a","","","","wood_weapon","0","11.7","11.7","","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_20","{=hRtzRR6C}Imperial Light Mace Head","3","Blade","","mace_head_20","0.42","6.1","","","3","Blunt","0.7","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_8","{=trGnmFsh}Calradic Mace Head","4","Blade","","mace_head_8","0.45","7","","","3","Blunt","0.9","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_13","{=3Q3FFqu0}Light Royal Mace Head","5","Blade","","mace_head_13","0.45","9.2","","","3","Blunt","1.3","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","Civilian","ItemFlags","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_7","{=IR8UeIRp}Cataphracts Mace Head","5","Blade","","mace_head_7","0.6","22","","","3","Blunt","1.1","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_1","{=sw5rAz73}Light Southern Mace Head","1","Blade","","mace_head_1","0.4","","","","3","Blunt","0.3","","","-2.5","","","true","","bo_mace_a","","","","wood_weapon","","7.35","7.35","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_17","{=b9bboB3v}Southern Infantry Mace Head","2","Blade","","mace_head_17","0.46","8.15","","","3","Blunt","0.5","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_19","{=qQrmuHQ9}Heavy Horsemans Mace Head","3","Blade","","mace_head_19","0.52","11","","","3","Blunt","0.7","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_15","{=rSs1M2EJ}Spiralled Mace Head","4","Blade","","mace_head_15","0.49","13.5","","","3","Blunt","0.9","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_14","{=1e9OaUWk}Eastern Light Mace Head","2","Blade","","mace_head_14","0.4","20.9","","","3","Blunt","0.5","Pierce","0.9","","","","","","bo_mace_a","","","","wood_weapon","0","","","","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_11","{=fhbGCsdC}Eastern Heavy Mace Head","4","Blade","","mace_head_11","0.54","18.3","","","3","Blunt","0.9","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_10","{=yWvSjlnb}Eastern Fine Steel Mace Head","4","Blade","","mace_head_10","0.45","17.6","","","3","Blunt","0.9","","","","","","","","bo_mace_a","","","","wood_weapon","","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_6","{=knobbedclubcraftingpiece}Knobbed Club","2","Blade","","mace_head_6","0.28","11.4","","","3","Blunt","0.5","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_5","{=0SpLcthg}Highland Spiked Club","2","Blade","","mace_head_5","0.45","28.5","","","3","Blunt","0.55","Pierce","0.85","","","","","","bo_mace_a","","","","wood_weapon","0","","","","","","true",""
"RBM","RBMCombat_mace_pieces.xml","blacksmith_hammer_tip_1","{=X1FY4VYe}Smith Hammer Head","1","Blade","","blacksmith_hammer_tip","0.3","7.18","","","3","Blunt","0.3","","","-10","","","","","bo_mace_a","","","","wood_weapon","","","","thrust","Stealth","ItemFlags","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_31","{=1NLsucbu}Heavy Flanged Mace Head","3","Blade","","mace_head_31","0.45","28.5","","","3","Blunt","0.7","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_32","{=WrvDoYKa}Heavy Long Flanged Mace Head","4","Blade","","mace_head_32","0.55","28","","","3","Blunt","0.9","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_33","{=MQEuR8Yz}Studded Long Heavy Mace Head","3","Blade","","mace_head_33","0.35","27","","","3","Blunt","0.8","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_34","{=qQrmuHQ9}Heavy Horsemans Mace Head","4","Blade","","mace_head_34","0.45","14","","","3","Blunt","0.9","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_35","{=LbnJhG2R}Heavy Spiked Club Head","2","Blade","","mace_head_35","0.3","","","","3","Blunt","0.5","Pierce","0.9","","","","true","","bo_mace_a","","","","wood_weapon","-5","11.1","11.1","","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_36","{=hX6YZ5GJ}Heavy Large Spiked Club Head","2","Blade","","mace_head_36","0.35","","","","3","Blunt","0.6","Pierce","0.8","0","","","","","bo_mace_a","","","","wood_weapon","","17.35","17.35","","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_37","{=AlRRkKut}Heavy Morning Star Head","3","Blade","","mace_head_37","0.55","17","","","3","Blunt","0.8","Pierce","0.9","0","","","","","bo_mace_a","","","","wood_weapon","","","","","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_38","{=CeeJmlSq}Heavy Shishpar Head","4","Blade","","mace_head_38","0.5","15.2","","","3","Blunt","0.9","","","0","","","","","bo_mace_a","","","","wood_weapon","","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_39","{=fhbGCsdC}Eastern Heavy Mace Head","3","Blade","","mace_head_39","0.5","28.5","","","3","Blunt","0.7","","","0","","","","","bo_mace_a","","","","wood_weapon","","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_24","{=Dix4EYD8}Mallet Head","1","Blade","","mace_head_24","0.3","12.6","","","3","Blunt","0.3","","","-2","","","","","bo_mace_a","","","","wood_weapon","","","","thrust","Stealth","ItemFlags","true",""
"RBM","RBMCombat_mace_pieces.xml","sickle_blade_1","{=vxqrW5GN}Sickle Blade","1","Blade","","sickle_blade_1","0.1","38.7","","","3","Cut","0.3","","","","","","","","bo_mace_a","","","","wood_weapon","","","","thrust","Stealth","ItemFlags","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_3","{=1yEQNTG1}Long Shestopyor Head","4","Blade","","mace_head_3","0.49","20.4","","","3","Blunt","0.9","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_4","{=Zc2Mb991}Shestopyor Head","3","Blade","","mace_head_4","0.4","16.6","","","3","Blunt","0.7","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_12","{=I9yrLqPc}Eastern Flanged Steel Mace Head","5","Blade","","mace_head_12","0.5","20","","","3","Blunt","1.1","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_9","{=mU8oVsFW}Morningstar Head","3","Blade","","mace_head_9","0.426","16.8","","","3","Blunt","0.7","Pierce","1","","","","","","bo_mace_a","","","","wood_weapon","0","","","","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_21","{=ntIEIQ0N}Light Shishpar Head","4","Blade","","mace_head_21","0.378","6.5","","","3","Blunt","0.9","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_26","{=o2kFafbu}Eastern Steel Mace Head","4","Blade","","mace_head_26","0.563","21.4","","","3","Blunt","0.9","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_18","{=6xkt7bxz}Heavy Royal Mace Head","5","Blade","","mace_head_18","0.632","8.48","","","3","Blunt","1.3","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","Civilian","ItemFlags","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_head_25","{=45k6EEUu}Iron Bill Head","2","Blade","","mace_head_25","0.463","35.5","","","3","Blunt","0.5","","","","","","","","bo_mace_a","","","","wood_weapon","0","","","thrust","","","true",""
"RBM","RBMCombat_mace_pieces.xml","mace_handle_6","{=87BmkiMO}Gnarled Mace Handle","2","Handle","","mace_handle_6","0.146","56.2","","","","","","","","15","","75","","","","","","","","","","","","","","","0,0,0.1"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_3","{=V3JMuFEg}Tied Mace Handle","2","Handle","","mace_handle_3","0.176","60","","","","","","","","13","","75","","","","","","","","0.2","","","","","","","0,0,0.15"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_8","{=jMRMazLr}Decorated Pine Mace Handle","2","Handle","","mace_handle_8","0.196","62.9","","","","","","","","19.3","","75","","","","","","","","","","","","Civilian","ItemFlags","","0,0,-0.05"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_7","{=bfE00BnK}Iron Pommeled Mace Handle","3","Handle","","mace_handle_7","0.288","62.1","","","","","","","","17.5","","80","","","","","","","","","","","","","","","0,0,-0.05"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_10","{=kjw9c4M2}Steel Angular Mace Handle","4","Handle","","mace_handle_10","0.50","52","","","","","","","","13.7","","80","","","","","","","","","","","","","","","0,0,0.1"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_9","{=k2MQ9kL0}Steel Mace Handle","4","Handle","","mace_handle_9","0.61","61.5","","","","","","","","21.2","","90","","","","","","","","","","","","","","","0,0,-0.1"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_5","{=4VIUHmbP}Decorated Steel Mace Handle","4","Handle","","mace_handle_5","0.598","61","","","","","","","","23","","90","","","","","","","","","","","","Civilian","ItemFlags","","0,0,-0.1"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_4","{=9HMxA4AU}Iron Mace Handle","3","Handle","","mace_handle_4","0.55","61","","","","","","","","20","","90","","","","","","","","","","","","","","","0,0,-0.05"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_13","{=AGfMPOWB}Angular Fine Steel Mace Handle","5","Handle","","mace_handle_13","0.54","65","","","","","","","","13.7","","","","","","","","","","","","","","","","","0,0,0.05"
"RBM","RBMCombat_mace_pieces.xml","blacksmith_hammer_handle_1","{=reHxxC6K}Blacksmith Hammer Handle","1","Handle","","blacksmith_hammer_handle","0.1","45","","","","","","","","10.0","0.5","75","true","","","","","","","","","","","","","","0,0,0.25"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_15","{=NmkDgmWW}Steel Horsemans Mace Handle","5","Handle","","mace_handle_15","0.74","80","","","","","","","","13.7","","","","","","","","","","","","","","","","","0,0,-0.1"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_18","{=xa3vFv52}Iron Topped Two Handed Mace Handle","3","Handle","","mace_handle_18","0.720","124","","","","","","","","15","0.6","75","","","","","","","","","","","","","","",""
"RBM","RBMCombat_mace_pieces.xml","mace_handle_19","{=OwA6LLeY}Leather Wrapped Two Handed Mace Handle","2","Handle","","mace_handle_19","0.540","124.2","","","","","","","","13","1","75","","","","","","","","","","","","","","",""
"RBM","RBMCombat_mace_pieces.xml","mace_handle_20","{=NehOioZp}Iron Reinforced Two Handed Mace Handle","4","Handle","","mace_handle_20","0.640","133.2","","","","","","","","19.3","2","75","","","","","","","","","","","","","","","0,0,-0.05"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_1","{=FxCfO3zN}Iron Reinforced Mace Handle","3","Handle","","mace_handle_1","0.332","62.5","","","","","","","","18","","75","","","","","","","","","","","","","","",""
"RBM","RBMCombat_mace_pieces.xml","mace_handle_2","{=hk3d4d35}Redwood Mace Handle","2","Handle","","mace_handle_2","0.16","58.2","","","","","","","","15.5","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_mace_pieces.xml","mace_handle_11","{=JCYmlrKF}Steel Reinforced Mace Handle","4","Handle","","mace_handle_11","0.34","78","","","","","","","","17","","","","","","","","","","","","","","","","","0,0,-0.05"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_12","{=qZYeu55z}Long Iron Bottomed Mace Handle","3","Handle","","mace_handle_12","0.32","78","","","","","","","","17","","","","","","","","","","","","","","","","","0,0,0.05"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_14","{=57DBqJd1}Leather Wrapped Thick Mace Handle","2","Handle","","mace_handle_14","0.2","45","","","","","","","","13.7","","","","","","","","","","","","","","Civilian","ItemFlags","","0,0,0.1"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_16","{=YUDKID1R}Reinforced Long Ash Mace Handle","4","Handle","","mace_handle_16","0.34","80","","","","","","","","13.7","","","","","","","","","","","","","","","","","0,0,0.05"
"RBM","RBMCombat_mace_pieces.xml","mace_handle_17","{=ybjDbw8p}Long Oaken Mace Handle","2","Handle","","mace_handle_17","0.26","80","","","","","","","","13.7","","","","","","","","","","","","","","","","","0,0,0.05"
"RBM","RBMCombat_mace_pieces.xml","sickle_handle_1","{=0kP9bf7n}Sickle Handle","2","Handle","","sickle_handle_1","0.1","32.8","","","","","","","","13.7","0.1","75","","","","","","","","","","","","","","","0,0,0.1"
"RBM","RBMCombat_sword_blades.xml","wood_blade_1","{=p2xjr5Bp}Wooden Blade","1","Blade","Culture.empire","wood_blade_1","0.4","87.2","","","3","Cut","0.25","Pierce","0.5","","","75","","true","bo_sword_one_handed","","","","wood_weapon","","","","","NoBlood","","",""
"RBM","RBMCombat_sword_blades.xml","wood_blade_2","{=fuIxmJ2g}Heavy Wooden Blade","1","Blade","Culture.empire","wood_blade_1","0.7","87.2","","","3","Cut","0.3","Pierce","0.55","","","75","","true","bo_sword_one_handed","","","","wood_weapon","","","","","NoBlood","","",""
"RBM","RBMCombat_sword_blades.xml","empire_blade_3","{=kuROzU1J}Simple Warsword Blade","1","Blade","Culture.empire","empire_blade_3","0.62","92.4","","","3","Cut","0.4","Pierce","0.65","","","","true","","bo_sword_one_handed","","empire_blade_3_scabbard_3","","metal_weapon","-0.4","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_1","{=q7jHkLam}Fullered Narrow Arming Sword Blade","2","Blade","Culture.vlandia","vlandian_blade_1","0.65","94","","","3","Cut","0.4","Pierce","0.8","","","","","","bo_sword_one_handed","","vlandian_blade_1_scabbard_2","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_1_blunt","{=dNk7UZVD}Fullered Narrow Blunt Arming Sword Blade","2","Blade","Culture.vlandia","vlandian_blade_1","0.65","94","","","3","Cut","0.4","Pierce","0.8","","","","","true","bo_sword_one_handed","","vlandian_blade_1_scabbard_1","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_3","{=mak3naEe}Wide Fullered Broad Two Hander Blade","5","Blade","Culture.vlandia","vlandian_blade_3","0.89","99.4","","","3","Cut","1.2","Pierce","1","","","","","","bo_sword_one_handed","","vlandian_blade_2_scabbard_2","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_3_blunt","{=PvB0pW1Q}Wide Fullered Blunt Blade","1","Blade","Culture.vlandia","vlandian_blade_3","0.65","99.4","","","3","Cut","0.4","Pierce","0.65","","","","","true","bo_sword_one_handed","","vlandian_blade_2_scabbard_2","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_4","{=zCYuj3yr}Ridged Tipped Arming Sword Blade","3","Blade","Culture.vlandia","vlandian_blade_4","0.64","93.6","","","3","Cut","0.8","Pierce","0.9","","","","","","bo_sword_one_handed","","vlandian_blade_4_scabbard_4","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_5","{=OTtMvvJK}Ridged Arming Sword Blade","4","Blade","Culture.vlandia","vlandian_blade_5","0.66","99.2","","","3","Cut","1","Pierce","1","","","","","","bo_sword_one_handed","","vlandian_blade_5_scabbard_5","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_7","{=C89rbAz6}Knightly Arming Sword Blade","4","Blade","Culture.vlandia","vlandian_blade_7","0.6","89","","","3","Cut","1","Pierce","1","","","","","","bo_sword_one_handed","","vlandian_blade_7_scabbard_7","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","empire_blade_1","{=iuQE1xwL}Narrow Fullered Spatha Blade","3","Blade","Culture.empire","empire_blade_1","0.63","92.3","","","3","Cut","0.8","Pierce","0.9","","","","","","bo_sword_one_handed","","empire_blade_1_scabbard_1","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","empire_blade_4","{=TUbTwW9U}Flat Ridged Spatha Blade","2","Blade","Culture.empire","empire_blade_4","0.63","91.4","","","3","Cut","0.6","Pierce","0.7","","","","","","bo_sword_one_handed","","empire_blade_4_scabbard_4","","metal_weapon","0","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","empire_blade_4_blunt","{=pnS90zg8}Flat Ridged Blunt Spatha Blade","2","Blade","Culture.empire","empire_blade_4","0.63","91.4","","","3","Cut","0.6","Pierce","0.7","","","","","true","bo_sword_one_handed","","empire_blade_4_scabbard_4","","metal_weapon","0","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","empire_blade_5","{=y5A3HGua}Fine Steel Paramerion Blade","4","Blade","Culture.empire","empire_blade_5","0.64","96.4","","","3","Cut","1.2","Pierce","0.8","","","","","","bo_sword_one_handed","","empire_blade_5_scabbard_5","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","empire_blade_6","{=kIbtwQRF}Fine Steel Spatha Blade","4","Blade","Culture.empire","empire_blade_6","0.62","92.8","","","4","Cut","1","Pierce","0.9","","","","","","bo_sword_one_handed","","empire_blade_6_scabbard_1","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","empire_blade_7","{=dafrn0mR}Thamaskene Steel Spatha Blade","5","Blade","Culture.vlandia","empire_blade_7","0.63","99","","","3","Cut","1.2","Pierce","1","","","","","","bo_sword_one_handed","","empire_blade_7_scabbard_7","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","empire_blade_8","{=c1YI2Nxt}Iron Spatha Blade","2","Blade","Culture.empire","empire_blade_8","0.77","82.17","","","3","Cut","0.6","Pierce","0.7","","","","","","bo_sword_one_handed","","empire_blade_8_scabbard_8","","metal_weapon","0","","","","Civilian","ItemFlags","",""
