"source_mod","source_file","crafted_item_id","slot_index","id","Type","scale_factor"
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_2_t4","2","default_polearm_pommel","Pommel",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_3_t5","0","naval_axe_head_08","Blade",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_3_t5","1","axe_craft_4_handle","Handle","130"
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_3_t5","2","default_polearm_pommel","Pommel",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_4_t5","0","naval_axe_head_08","Blade",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_4_t5","1","axe_craft_1_handle","Handle","130"
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_4_t5","2","default_polearm_pommel","Pommel",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_5_t4","0","naval_axe_head_07","Blade",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_5_t4","1","axe_craft_10_handle","Handle","130"
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_5_t4","2","default_polearm_pommel","Pommel",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_6_t4","0","naval_axe_head_03","Blade",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_6_t4","1","axe_craft_4_handle","Handle","130"
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_twohanded_axe_6_t4","2","default_polearm_pommel","Pommel",""
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_2haxe_blunt","0","naval_axe_head_07_blunt","Blade","100"
"RBM_WS","RBMCombat_WS_Weapons.xml","nord_2haxe_blunt","1","naval_axe_handle05","Handle","130"
"RBM_WS","RBMCombat_WS_Weapons.xml","head_breaker_2haxe","0","naval_axe_head_08","Blade",""
"RBM_WS","RBMCombat_WS_Weapons.xml","head_breaker_2haxe","1","naval_axe_handle12","Handle","130"
"RBM_WS","RBMCombat_WS_Weapons.xml","barghasts_great_axe","0","coh_axe_head_1","Blade",""
"RBM_WS","RBMCombat_WS_Weapons.xml","barghasts_great_axe","1","coh_axe_handle_1","Handle","125"
"RBM_WS","RBMCombat_WS_Weapons.xml","barghasts_great_axe","2","coh_axe_pommel_1","Pommel",""
