"source_mod","source_file","id","name","Type","culture","subtype","mesh","weight","value","difficulty","appearance","item_category","Armor.material_type","Armor.modifier_group","Armor.head_armor","Armor.body_armor","Armor.arm_armor","Armor.leg_armor","Armor.covers_body","Armor.has_gender_variations","Armor.hair_cover_type","Armor.beard_cover_type","Armor.mane_cover_type","Armor.maneuver_bonus","Armor.speed_bonus","Armor.charge_bonus","Armor.family_type","Armor.reins_mesh","Weapon.weapon_class","Weapon.ammo_class","Weapon.weapon_length","Weapon.thrust_damage","Weapon.thrust_damage_type","Weapon.thrust_speed","Weapon.swing_damage","Weapon.swing_damage_type","Weapon.speed_rating","Weapon.accuracy","Weapon.missile_speed","Weapon.stack_amount","Weapon.modifier_group","Weapon.item_usage","Horse.monster","Horse.maneuver","Horse.speed","Horse.charge_damage","Horse.body_length","Horse.extra_health","Horse.is_mountable","Horse.is_pack_animal","Horse.modifier_group","AmmoOffset","Armor.body_mesh_type","Armor.covers_hands","Armor.covers_head","Armor.covers_legs","Armor.stealth_factor","Armor.tail_cover_type","body_name","Flags.CannotBePickedUp","Flags.Civilian","Flags.DoesNotHideChest","Flags.DropOnAnyAction","Flags.DropOnWeaponChange","Flags.ForceAttachOffHandPrimaryItemBone","Flags.ForceAttachOffHandSecondaryItemBone","Flags.HeldInOffHand","Flags.QuickFadeOut","Flags.Stealth","Flags.UseTeamColor","Flags.WoodenParry","flying_mesh","has_lower_holster_priority","holster_body_name","holster_mesh","holster_mesh_with_weapon","holster_position_shift","Horse.mane_mesh","Horse.skeleton_scale","is_merchandise","IsFood","item_holsters","lod_atlas_index","multiplayer_item","prefab","recalculate_body","shield_body_name","skeleton_name","static_animation_name","tier_override","Trade.morale_bonus","using_tableau","Weapon.ammo_limit","Weapon.body_armor","Weapon.center_of_mass","Weapon.fire_damage","Weapon.flying_sound_code","Weapon.hit_points","Weapon.passby_sound_code","Weapon.physics_material","Weapon.position","Weapon.reload_phase_count","Weapon.rotation","Weapon.rotation_speed","Weapon.sticking_position","Weapon.sticking_rotation","Weapon.trail_particle_name","Weapon.weapon_balance","Weapon.WeaponFlags.AffectsArea","Weapon.WeaponFlags.AffectsAreaBig","Weapon.WeaponFlags.AmmoBreaksOnBounceBack","Weapon.WeaponFlags.AmmoCanBreakOnBounceBack","Weapon.WeaponFlags.AmmoSticksWhenShot","Weapon.WeaponFlags.AttachAmmoToVisual","Weapon.WeaponFlags.AutoReload","Weapon.WeaponFlags.Burning","Weapon.WeaponFlags.CanBeUsedWhileCrouched","Weapon.WeaponFlags.CanBlockRanged","Weapon.WeaponFlags.CanKillEvenIfBlunt","Weapon.WeaponFlags.CanKnockDown","Weapon.WeaponFlags.CanPenetrateShield","Weapon.WeaponFlags.Consumable","Weapon.WeaponFlags.HasHitPoints","Weapon.WeaponFlags.HasString","Weapon.WeaponFlags.LeavesTrail","Weapon.WeaponFlags.MeleeWeapon","Weapon.WeaponFlags.MissileWithPhysics","Weapon.WeaponFlags.MultiplePenetration","Weapon.WeaponFlags.NotUsableWithOneHand","Weapon.WeaponFlags.RangedWeapon","Weapon.WeaponFlags.StringHeldByHand","Weapon.WeaponFlags.TwoHandIdleOnMount","Weapon.WeaponFlags.UnloadWhenSheathed","Weapon.WeaponFlags.UseHandAsThrowBase"
"RBM","RBMCombat_arrow_visuals.xml","repeater_heavy_bolts","Poisoned Repeater Bolts 40 grams","Bolts","","","bolt_bl_c","0.04","","","1","","","","","","","","","","","","","","","","","","Bolt","","47","150","Pierce","0","","","0","","30","80","bolt","","","","","","","","","","","","","","","","","","bo_capsule_arrow","","true","","","","true","","","","true","","","bolt_bl_flying","","bo_bolt_bl_a_quiver","bolt_bl_a_quiver","bolt_bl_a_quiver","","","","true","","quiver_bolts:quiver_bolts_2:quiver_back_middle:quiver_back_top","","","","","","","","","","","","","0,0,0","","","","event:/mission/combat/missile/passby","missile","","","180, 0, 0","","0,-0.47,0","90,0,0","","","","","true","","true","true","","","","","","","","true","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","baggy_trunks","{=btrf2AXp}Baggy Trunks","BodyArmor","Culture.battania","body_armor","bandit_1_a","0.2","","0","1","","Leather","leather","","0","","22","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","dummy_armor_min","{=Zx4h7jDy}Dummy Min Armor","BodyArmor","Culture.looters","","gambeson_b","10","","","","","Cloth","cloth","0","0","0","0","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","battania_light_armor_d","{=hab2DsOW}Highland Kilt over Tartan Trousers","BodyArmor","Culture.battania","body_armor","battania_light_armor_d","0.8","","0","1.7","","Chainmail","chain","","0","0","15","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","armored_baggy_trunks","{=w6j8Oaai}Armored Baggy Trunks","BodyArmor","Culture.battania","body_armor","bandit_1_b","0.3","","0","1","","Leather","leather","","2","1","24","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","battanian_savage_armor","{=63jCqJPA}Wildling Armor","BodyArmor","Culture.battania","body_armor","battanian_savage_armor","0.8","","0","1","","Cloth","cloth","","4","2","32","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","burlap_sack_dress","{=IuD9SaQM}Burlap Dress","BodyArmor","Culture.looters","","burlap_sack_dress","0.5","","0","0.1","","Cloth","cloth_unarmoured","","5","5","5","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","hemp_tunic","{=yTWOMSmv}Hemp Tunic","BodyArmor","Culture.empire","body_armor","armor_hemp_tunic","0.4","","0","1","","Cloth","cloth_unarmoured","","5","5","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","aserai_villager_female_dress","{=tuEQnm2r}Villager Short Dress","BodyArmor","Culture.aserai","","aserai_villager_female_dress","0.5","","","1","","Cloth","cloth_unarmoured","","6","5","5","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","bandit_envelope_dress_v2","{=qILO0HdK}Sleeveless Enveloped Padded Garments","BodyArmor","Culture.looters","","bandit_envelope_dress_v2","0.5","","0","0.1","","Cloth","cloth_unarmoured","","6","5","5","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","cloth_tunic","{=OJIRIm4j}Simple Cloth Tunic","BodyArmor","Culture.vlandia","body_armor","clothing_a","0.4","","","1","","Cloth","cloth_unarmoured","","6","5","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","cut_dress","{=mzc6SKeH}Frilled Dress","BodyArmor","Culture.sturgia","","female_tavern_wench_dress_a","0.6","","","1","","Cloth","cloth_unarmoured","","6","0","6","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","dress_with_overall","{=MLBA8tej}Dress","BodyArmor","Culture.sturgia","","female_peasant_dress_b","0.5","","","1","","Cloth","cloth_unarmoured","","6","5","5","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","empire_dress","{=JsmnUp0T}Ladies Dress","BodyArmor","Culture.empire","","empire_dress","0.7","","","1","","Cloth","cloth_unarmoured","","6","6","5","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","fine_town_tunic","{=vbPBXiPC}Rich Tunic","BodyArmor","Culture.empire","","casual_02","0.4","","","2","","Cloth","cloth_unarmoured","","6","5","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","fur_trimmed_short_tunic","{=VaqBBaQu}Fur Trimmed Short Tunic","BodyArmor","Culture.sturgia","body_armor","sturgia_light_armor_d","0.4","","0","0.6","","Cloth","cloth_unarmoured","","6","5","5","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","laced_dress","{=PP5SzUx0}Laced Dress","BodyArmor","Culture.sturgia","","female_peasant_dress_c","0.6","","","1","","Cloth","cloth_unarmoured","","6","5","5","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","long_desert_robe","{=bKBa7ahF}Long Simple Robe","BodyArmor","Culture.aserai","","aserai_tunic_long","0.6","","","1","","Cloth","cloth_unarmoured","","6","5","5","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","long_woolen_tunic","{=U8QfF3Gw}Long Woolen Tunic","BodyArmor","Culture.vlandia","body_armor","armor_woolen_tunic","0.4","","0","1","","Cloth","cloth_unarmoured","","6","5","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","monk_robe","{=QuaE76ua}Scholar Robe","BodyArmor","Culture.vlandia","","monk_robe","0.5","","","1","","Cloth","cloth_unarmoured","","6","5","6","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","northern_dress","{=DUp0MKZQ}Cold Weather Dress","BodyArmor","Culture.sturgia","","female_peasant_dress_d","0.7","","","1","","Cloth","cloth_unarmoured","","6","5","6","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","northern_tunic","{=W58TN2g5}Varyag Tunic","BodyArmor","Culture.sturgia","body_armor","sturgia_costume_j","0.4","","0","0.6","","Cloth","cloth_unarmoured","","6","5","5","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","plain_dress","{=t695AnJU}Plain Dress","BodyArmor","Culture.sturgia","","female_peasant_dress_a","0.5","","","1","","Cloth","cloth_unarmoured","","6","5","5","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","sackcloth_tunic","{=smKogclC}Sackcloth Tunic","BodyArmor","Culture.vlandia","body_armor","walker_costume_d","0.6","","0","0.3","","Cloth","cloth_unarmoured","","6","5","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","steppe_dress","{=QfqwaRZ2}Envelope Dress","BodyArmor","Culture.khuzait","","female_khuzait_dress","0.6","","","1","","Cloth","cloth_unarmoured","","6","5","5","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","steppe_robe","{=HVJ9ax8Z}Steppe Robe","BodyArmor","Culture.khuzait","body_armor","mongol_cloth_a","0.4","","0","1","","Cloth","cloth_unarmoured","","6","5","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","sturgia_light_tunic","{=lB4UF1GT}Long Tunic","BodyArmor","Culture.sturgia","body_armor","sturgia_light_armor_b","0.4","","0","0.6","","Cloth","cloth_unarmoured","","6","5","5","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","torn_bandit_clothes","{=qhbOjHRI}Torn Padded Garments","BodyArmor","Culture.looters","","torn_bandit_clothes","0.5","","0","0.1","","Cloth","cloth_unarmoured","","6","5","5","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","vlandian_corset_dress","{=4eSEJor3}Corseted Dress","BodyArmor","Culture.vlandia","","vlandian_corset_dress","0.5","","","3","","Cloth","cloth_unarmoured","","6","5","6","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","vlandian_noble_woman_dress","{=pbxbCnVy}Silken Noble Dress","BodyArmor","Culture.vlandia","","vlandian_noble_woman_dress","0.6","","","4","","Cloth","cloth_unarmoured","","6","5","5","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","vlandian_woman_dress","{=qPm3xaiP}Aproned Dress","BodyArmor","Culture.vlandia","","vlandian_woman_dress","0.7","","","2","","Cloth","cloth_unarmoured","","6","5","6","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","aserai_civil_c","{=CBUdkmIw}Colored Kaftan","BodyArmor","Culture.aserai","","aserai_civil_c","0.9","","","2","","Cloth","cloth_unarmoured","","7","5","7","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","aserai_civil_d","{=SW3lkPHe}Colored Bisht","BodyArmor","Culture.aserai","","aserai_civil_d","1","","","0.6","","Cloth","cloth_unarmoured","","7","6","7","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","aserai_civil_e","{=FAPHmzxQ}Thawb","BodyArmor","Culture.aserai","","aserai_civil_e","1.1","","","1","","Cloth","cloth_unarmoured","","7","6","7","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","aserai_civil_f","{=bLgnonyc}Simple Peasant Robe","BodyArmor","Culture.aserai","","aserai_civil_f","1.1","","","1","","Cloth","cloth_unarmoured","","7","6","7","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","aserai_female_civil_b","{=i6QMSiut}Kaftan with Waistband","BodyArmor","Culture.aserai","","aserai_female_civil_b","0.8","","","3","","Cloth","cloth_unarmoured","","7","5","7","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","aserai_tunic_waistcoat","{=whiQg21b}Luxury Kaftan","BodyArmor","Culture.aserai","","aserai_tunic_waistcoat","0.8","","","1","","Cloth","cloth_unarmoured","","7","5","7","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","bandit_leather_water_flask","{=8hDoWBIa}Commoner Shirt","BodyArmor","Culture.looters","","bandit_leather_water_flask","0.5","","0","0.1","","Cloth","cloth_unarmoured","","7","5","7","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","battania_civil_a","{=l5JDrvbW}Tartan Tunic","BodyArmor","Culture.battania","","battania_civil_a","0.6","","","0.2","","Cloth","cloth","","7","5","7","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","burlap_waistcoat","{=mkoMUmLh}Burlap Waistcoat","BodyArmor","Culture.battania","body_armor","walker_costume_c","0.4","","0","0.3","","Cloth","cloth_unarmoured","","7","5","7","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","cloth_apron","{=2WQTvOLF}Cloth Apron","BodyArmor","Culture.neutral_culture","","costume_merchant_v2","0.8","","","1","","Cloth","cloth_unarmoured","","7","0","7","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","cut_dress_with_pouch","{=deA729dQ}Cut Dress with Pouch","BodyArmor","Culture.sturgia","","female_tavern_wench_dress_b","0.5","","","1","","Cloth","cloth_unarmoured","","7","","7","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","desert_robe","{=K2JbjKLG}Simple Kaftan","BodyArmor","Culture.aserai","body_armor","aserai_tunic_long","1.8","","0","1","","Cloth","cloth_unarmoured","","7","5","7","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","eastern_silk_clothing","{=XiwTesky}Silk Kaftan","BodyArmor","Culture.aserai","","aserai_crowd_costume","0.4","","","4","","Cloth","cloth_unarmoured","","7","6","7","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","empire_dress_b","{=VqFV9LS4}Red Dress","BodyArmor","Culture.empire","","empire_dress_b","0.6","","","1","","Cloth","cloth_unarmoured","","7","6","7","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","fine_southern_dress","{=atu9tCq8}Tailored Dress","BodyArmor","Culture.aserai","","aserai_female_costume","0.7","","","3","","Cloth","cloth_unarmoured","","7","6","7","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","shoulders","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","half_apron","{=FOJHPU5N}Half Apron","BodyArmor","Culture.neutral_culture","","costume_merchant_v3","0.7","","","1","","Cloth","cloth_unarmoured","","7","0","7","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","nordic_tunic","{=9aehD627}Luxury Tunic","BodyArmor","Culture.sturgia","body_armor","sturgia_costume_a","0.6","","0","0.6","","Cloth","cloth_unarmoured","","7","5","7","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","peasant_costume","{=gbRVBOLH}Commoner Clothes","BodyArmor","Culture.empire","","peasant_costume_a","0.5","","","1","","Cloth","cloth_unarmoured","","7","5","7","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","ragged_robes","{=tVyuxl8e}Ragged Robes","BodyArmor","Culture.looters","body_armor","sneak_costume","0.9","","0","0.3","","Cloth","cloth_unarmoured","","7","5","7","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","tassled_southern_robes","{=cMdtLfGB}Tassled Robes","BodyArmor","Culture.aserai","","aserai_thobe","0.9","","","1","","Cloth","cloth_unarmoured","","7","6","7","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","tattered_rags","{=F9GB8lMZ}Tattered Rags","BodyArmor","Culture.looters","body_armor","battania_cloth_armor_b","0.3","","0","0.3","","Cloth","cloth_unarmoured","","7","0","7","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_body_armors.xml","tunic_with_shoulder_pads","{=y3oIzUEp}Tunic with Shoulder Pads","BodyArmor","Culture.empire","","roman_cloth_tunic_b","0.6","","","1","","Cloth","cloth_unarmoured","","7","7","7","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
