"source_mod","source_file","id","name","Type","culture","subtype","mesh","weight","value","difficulty","appearance","Armor.material_type","Armor.modifier_group","Armor.head_armor","Armor.body_armor","Armor.arm_armor","Armor.leg_armor","Armor.covers_body","Armor.has_gender_variations","Armor.hair_cover_type","Armor.beard_cover_type","Armor.mane_cover_type","Armor.maneuver_bonus","Armor.speed_bonus","Armor.charge_bonus","Armor.family_type","Armor.reins_mesh","Weapon.weapon_class","Weapon.ammo_class","Weapon.weapon_length","Weapon.thrust_damage","Weapon.thrust_damage_type","Weapon.thrust_speed","Weapon.speed_rating","Weapon.accuracy","Weapon.missile_speed","Weapon.stack_amount","Weapon.modifier_group","Weapon.item_usage","AmmoOffset","Armor.body_mesh_type","Armor.covers_hands","Armor.covers_legs","Armor.stealth_factor","Armor.tail_cover_type","body_name","Flags.Civilian","Flags.DoesNotHideChest","Flags.ForceAttachOffHandPrimaryItemBone","Flags.ForceAttachOffHandSecondaryItemBone","Flags.HeldInOffHand","Flags.Stealth","Flags.UseTeamColor","Flags.WoodenParry","flying_mesh","has_lower_holster_priority","holster_body_name","holster_mesh","holster_mesh_with_weapon","holster_position_shift","is_merchandise","item_holsters","lod_atlas_index","recalculate_body","shield_body_name","using_tableau","Weapon.ammo_limit","Weapon.body_armor","Weapon.center_of_mass","Weapon.flying_sound_code","Weapon.hit_points","Weapon.passby_sound_code","Weapon.physics_material","Weapon.position","Weapon.reload_phase_count","Weapon.rotation","Weapon.rotation_speed","Weapon.sticking_position","Weapon.sticking_rotation","Weapon.trail_particle_name","Weapon.WeaponFlags.AffectsArea","Weapon.WeaponFlags.AffectsAreaBig","Weapon.WeaponFlags.AmmoBreaksOnBounceBack","Weapon.WeaponFlags.AmmoSticksWhenShot","Weapon.WeaponFlags.AttachAmmoToVisual","Weapon.WeaponFlags.AutoReload","Weapon.WeaponFlags.Burning","Weapon.WeaponFlags.CanBlockRanged","Weapon.WeaponFlags.CanPenetrateShield","Weapon.WeaponFlags.CantReloadOnHorseback","Weapon.WeaponFlags.Consumable","Weapon.WeaponFlags.HasHitPoints","Weapon.WeaponFlags.HasString","Weapon.WeaponFlags.LeavesTrail","Weapon.WeaponFlags.MissileWithPhysics","Weapon.WeaponFlags.NotUsableWithOneHand","Weapon.WeaponFlags.RangedWeapon","Weapon.WeaponFlags.TwoHandIdleOnMount","Weapon.WeaponFlags.UnloadWhenSheathed","Weapon.WeaponFlags.UseHandAsThrowBase"
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_n","{=osa_ar_aserai_armor_n}Southern Wrapped Tunic","BodyArmor","Culture.aserai","body_armor","AR_aserai_armor_n","0.3","","0","1","Cloth","cloth_unarmoured","","4","2","2","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_o","{=osa_ar_aserai_armor_o}Southern Fur Coat Over Tunic","BodyArmor","Culture.aserai","","AR_aserai_armor_o","2.1","","0","0.1","Leather","leather","","12","2","5","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_p","{=osa_ar_aserai_armor_p}Southern Gambeson","BodyArmor","Culture.aserai","","AR_aserai_armor_p","2","","","1","Cloth","cloth","","18","9","9","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_q","{=osa_ar_aserai_armor_q}Darshi Leather Subarmalis Over Tunic","BodyArmor","Culture.aserai","","AR_aserai_armor_q","3.1","","","1.3","Leather","leather","","22","6","6","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_r","{=osa_ar_aserai_armor_r}Darshi Mail Over Stripped Cloth","BodyArmor","Culture.aserai","body_armor","AR_aserai_armor_r","10.2","","0","1.3","Chainmail","chain","","31","6","6","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_s","{=osa_ar_aserai_armor_s}Darshi Cloth Subarmalis Over Tunic","BodyArmor","Culture.aserai","","AR_aserai_armor_s","2.1","","","1","Cloth","cloth","","15","6","6","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_t","{=osa_ar_aserai_armor_t}Darshi Lamellar Over Stripped Cloth","BodyArmor","Culture.aserai","","AR_aserai_armor_t","2.1","","","1","Plate","plate","","48","8","8","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_t2","{=osa_ar_aserai_armor_t2}Darshi Alternating Lamellar Over Stripped Cloth","BodyArmor","Culture.aserai","","AR_aserai_armor_t2","2.1","","","1","Plate","plate","","48","8","8","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_u","{=osa_ar_aserai_armor_u}Darshi Lamellar Over Stripped Mail","BodyArmor","Culture.aserai","","AR_aserai_armor_u","7","","","1","Plate","plate","","50","20","20","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_u2","{=osa_ar_aserai_armor_u2}Darshi Alternating Lamellar Over Stripped Mail","BodyArmor","Culture.aserai","","AR_aserai_armor_u2","7","","","1","Plate","plate","","50","20","20","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_v","{=osa_ar_aserai_armor_v}Darshi Mailed Lamellar Vest Over Kaftan","BodyArmor","Culture.aserai","","AR_aserai_armor_v","8.6","","","10.1","Plate","plate","","50","10","10","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_v2","{=osa_ar_aserai_armor_v2}Darshi Mailed Alternating Lamellar Vest Over Kaftan","BodyArmor","Culture.aserai","","AR_aserai_armor_v2","8.6","","","10.1","Plate","plate","","50","10","10","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_w","{=osa_ar_aserai_armor_w}Eastern Light Lamellar","BodyArmor","Culture.aserai","body_armor","AR_aserai_armor_w","16.5","","0","1.5","Plate","plate","","36","8","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_w2","{=osa_ar_aserai_armor_w2}Eastern Light Alternating Lamellar","BodyArmor","Culture.aserai","body_armor","AR_aserai_armor_w2","16.5","","0","1.5","Plate","plate","","36","8","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_x","{=osa_ar_aserai_armor_x}Eastern Alternating Lamellar Over Mail Armor","BodyArmor","Culture.aserai","body_armor","AR_aserai_armor_x","16.5","","0","1.5","Plate","plate","","46","14","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_y","{=osa_ar_aserai_armor_y}Eastern Alternating Lamellar Over Heavy Mail","BodyArmor","Culture.aserai","body_armor","AR_aserai_armor_y","18","","0","1.5","Plate","plate","","50","14","16","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_z","{=osa_ar_aserai_armor_z}Eastern Heavy Alternating Lamellar Armor","BodyArmor","Culture.khuzait","","AR_aserai_armor_z","25.3","","","","Plate","plate","","54","16","18","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_za","{=osa_ar_aserai_armor_za}Darshi Kaftan Over Cloth","BodyArmor","Culture.aserai","","AR_aserai_armor_za","2.1","","","1","Cloth","cloth","","15","6","6","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_zb","{=osa_ar_aserai_armor_zb}Darshi Kaftan Over Leather","BodyArmor","Culture.aserai","","AR_aserai_armor_zb","3.1","","","1.3","Leather","leather","","22","6","6","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_zc","{=osa_ar_aserai_armor_zc}Darshi Silk Noble Robes","BodyArmor","Culture.aserai","","AR_aserai_armor_zc","0.9","","","1","Cloth","cloth_unarmoured","","8","4","3","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_zd","{=osa_ar_aserai_armor_zd}Southern Noble Robes","BodyArmor","Culture.aserai","","AR_aserai_armor_zd","0.9","","","1","Cloth","cloth_unarmoured","","8","4","3","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_armor_zd2","{=osa_ar_aserai_armor_zd2}Southern Decorated Noble Robes","BodyArmor","Culture.aserai","","AR_aserai_armor_zd2","0.9","","","1","Cloth","cloth_unarmoured","","8","4","3","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_lamellar_a","{=osa_ar_aserai_lamellar_a}Southern Brass Lamellar Armor Over Padded Mail","BodyArmor","Culture.aserai","body_armor","AR_aserai_lamellar_a","15.1","","0","3","Plate","plate","","48","10","12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_lamellar_b","{=osa_ar_aserai_lamellar_b}Southern Iron Lamellar Armor Over Padded Mail","BodyArmor","Culture.aserai","body_armor","AR_aserai_lamellar_b","15.1","","0","3","Plate","plate","","48","10","12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_leather_a","{=osa_ar_aserai_leather_a}Southern Leather Cuirass Over Padded Cloth","BodyArmor","Culture.empire","","AR_aserai_leather_a","6.2","","","1","Plate","plate","","18","6","8","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_scale_armor_a","{=osa_ar_aserai_scale_armor_a}Mastercrafted Southern Steel Scale Mail","BodyArmor","Culture.aserai","","AR_aserai_scale_armor_a","18.0","","","6","Plate","plate","","35","7","6","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_scale_armor_b","{=osa_ar_aserai_scale_armor_b}Mastercrafted Southern Steel Scale over Chain Mail","BodyArmor","Culture.aserai","","AR_aserai_scale_armor_b","22.0","","","6","Chainmail","chain","","51","16","16","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_aserai_scale_armor_c","{=osa_ar_aserai_scale_armor_c}Mastercrafted Southern Steel Scale over Chain Hauberk","BodyArmor","Culture.aserai","","AR_aserai_scale_armor_c","28.0","","","7","Plate","plate","","51","16","25","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_a","{=osa_ar_battania_armor_a}Highland Savage Scale Cuirass","BodyArmor","Culture.battania","","AR_battania_armor_a","15","","","1","Plate","plate","","35","2","8","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_a2","{=osa_ar_battania_armor_a2}Highland Savage Scale Over Mail Shirt","BodyArmor","Culture.battania","body_armor","AR_battania_armor_a2","20.1","","0","3","Plate","plate","","48","12","8","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_b","{=osa_ar_battania_armor_b}Highland Decorated Savage Scale Over Mail","BodyArmor","Culture.battania","body_armor","AR_battania_armor_b","20.1","","0","3","Plate","plate","","50","12","14","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_b2","{=osa_ar_battania_armor_b2}Highland Savage Scale Over Mail","BodyArmor","Culture.battania","body_armor","AR_battania_armor_b2","20.1","","0","3","Plate","plate","","48","12","14","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_c","{=osa_ar_battania_armor_c}Highland Cloth Trousers","BodyArmor","Culture.battania","body_armor","AR_battania_armor_c","0.4","","0","1.8","Cloth","cloth","","1","0","3","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_d","{=osa_ar_battania_armor_d}Highland Plaid Cloth Trousers","BodyArmor","Culture.battania","body_armor","AR_battania_armor_d","0.4","","0","1.8","Cloth","cloth","","1","0","3","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_e","{=osa_ar_battania_armor_e}Highland Striped Cloth Trousers","BodyArmor","Culture.battania","body_armor","AR_battania_armor_e","0.4","","0","1.8","Cloth","cloth","","1","0","3","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_f","{=osa_ar_battania_armor_f}Highland Rough Mail Hauberk With Fur","BodyArmor","Culture.battania","body_armor","AR_battania_armor_f","9.5","","0","1","Chainmail","chain","","27","12","14","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_g","{=osa_ar_battania_armor_g}Highland Sleeveless Leather Tunic","BodyArmor","Culture.battania","body_armor","AR_battania_armor_g","2.0","","0","1","Cloth","cloth","","15","2","7","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_h","{=osa_ar_battania_armor_h}Highland Rugged Leather Vest","BodyArmor","Culture.battania","body_armor","AR_battania_armor_h","0.8","","0","1","Cloth","cloth","","16","2","8","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_i","{=osa_ar_battania_armor_i}Highland Rugged Mail Vest","BodyArmor","Culture.battania","body_armor","AR_battania_armor_i","1.0","","0","1","Chainmail","chain","","25","2","8","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_j","{=osa_ar_battania_armor_j}Highland Plated Mail Vest","BodyArmor","Culture.battania","body_armor","AR_battania_armor_j","1.0","","0","1","Chainmail","chain","","26","0","10","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_k","{=osa_ar_battania_armor_k}Highland Tartan Tunic with Rolled Cloth","BodyArmor","Culture.battania","body_armor","AR_battania_armor_k","0.7","","0","1","Cloth","cloth_unarmoured","","6","2","3","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_l","{=osa_ar_battania_armor_l}Highland Mail Shirt With Rolled Cloth","BodyArmor","Culture.battania","body_armor","AR_battania_armor_l","7.5","","0","1.2","Chainmail","chain","","27","8","13","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_m","{=osa_ar_battania_armor_m}Highland Brass Scale Shirt With Rolled Cloth","BodyArmor","Culture.battania","body_armor","AR_battania_armor_m","15.1","","0","3","Plate","plate","","36","8","12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_m2","{=osa_ar_battania_armor_m2}Highland Steel Scale Shirt With Rolled Cloth","BodyArmor","Culture.battania","body_armor","AR_battania_armor_m2","15.1","","0","3","Plate","plate","","36","8","12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_n","{=osa_ar_battania_armor_n}Highland Mailed Brass Scale Shirt With Rolled Cloth","BodyArmor","Culture.battania","body_armor","AR_battania_armor_n","22.4","","0","3","Plate","plate","","42","16","14","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_n2","{=osa_ar_battania_armor_n2}Highland Mailed Steel Scale Shirt With Rolled Cloth","BodyArmor","Culture.battania","body_armor","AR_battania_armor_n2","22.4","","0","3","Plate","plate","","42","16","14","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_o","{=osa_ar_battania_armor_o}Highland Padded Steel Breastplate","BodyArmor","Culture.battania","body_armor","AR_battania_armor_o","10","","0","1.9","Plate","plate","","42","5","8","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_o2","{=osa_ar_battania_armor_o2}Highland Padded Decorated Steel Breastplate","BodyArmor","Culture.battania","body_armor","AR_battania_armor_o2","10","","0","1.9","Plate","plate","","42","5","8","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_p","{=osa_ar_battania_armor_p}Highland Brass Breastplate Over Tunic","BodyArmor","Culture.battania","body_armor","AR_battania_armor_p","10","","0","1.9","Plate","plate","","32","5","6","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_p2","{=osa_ar_battania_armor_p2}Highland Steel Breastplate Over Tunic","BodyArmor","Culture.battania","body_armor","AR_battania_armor_p2","10","","0","1.9","Plate","plate","","32","5","6","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_p3","{=osa_ar_battania_armor_p3}Highland Decorated Steel Breastplate Over Tunic","BodyArmor","Culture.battania","body_armor","AR_battania_armor_p3","10","","0","1.9","Plate","plate","","32","5","6","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_q","{=osa_ar_battania_armor_q}Highland Brass Breastplate Over Mail","BodyArmor","Culture.battania","","AR_battania_armor_q","9.5","","","","Plate","plate","","34","8","12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_q2","{=osa_ar_battania_armor_q2}Highland Steel Breastplate Over Mail","BodyArmor","Culture.battania","","AR_battania_armor_q2","9.5","","","","Plate","plate","","34","8","12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_battania_armor_q3","{=osa_ar_battania_armor_q3}Highland Decorated Steel Breastplate Over Mail","BodyArmor","Culture.battania","","AR_battania_armor_q3","9.5","","","","Plate","plate","","34","8","12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_empire_armor_a","{=osa_ar_empire_armor_a}Imperial Leather Subarmalis Over Tunic","BodyArmor","Culture.empire","","AR_empire_armor_a","3.1","","","1.3","Leather","leather","","22","6","6","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_empire_armor_b","{=osa_ar_empire_armor_b}Imperial Toga With Tunic","BodyArmor","Culture.empire","","AR_empire_armor_b","1.9","","","1","Cloth","cloth_unarmoured","","8","4","3","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_empire_armor_c","{=osa_ar_empire_armor_c}Imperial Decorated Mail Over Stripped Cloth","BodyArmor","Culture.empire","body_armor","AR_empire_armor_c","10.2","","0","1.3","Chainmail","chain","","33","10","12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_empire_armor_d","{=osa_ar_empire_armor_d}Imperial Decorated Cloth Subarmalis","BodyArmor","Culture.empire","","AR_empire_armor_d","2.1","","","1","Cloth","cloth","","16","6","12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_empire_armor_e","{=osa_ar_empire_armor_e}Imperial Cloth Subarmalis Over Tunic","BodyArmor","Culture.empire","","AR_empire_armor_e","2.1","","","1","Cloth","cloth","","15","6","12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSA","OSA_ar_reforms_body.xml","AR_empire_armor_f","{=osa_ar_empire_armor_f}Imperial Skirted Trousers","BodyArmor","Culture.empire","body_armor","AR_empire_armor_f","0.4","","0","1.8","Cloth","cloth","","1","0","3","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
